 1.16219  35.6206  2.06500  42.3297
 0.13981  29.0906  0.65547  30.8608
23.03203  42.3261 23.62608  46.4581
23.62608  46.4581  0.94589  38.4994
 0.61469  33.7194  0.13981  29.0906
 0.65547  30.8608  1.16219  35.6206
 0.94589  38.4994  1.15839  47.2419
 0.94589  38.4994  0.61469  33.7194
10.45253 -31.0678 10.94531 -37.1378
10.45253 -31.0678  9.48742 -35.9514
14.79767 -79.0447 16.33911 -78.6958
16.33911 -78.6958 16.55750 -78.8972
16.33911 -78.6958 16.71794 -77.5175
16.55750 -78.8972 16.71794 -77.5175
18.99372  15.0683 19.09017  13.8633
19.02800  -5.7389 19.10414  -4.8825
19.09017  13.8633 19.77100  10.6133
19.10414  -4.8825 19.42497   3.1147
19.42497   3.1147 19.77100  10.6133
19.61203  -1.2864 19.10414  -4.8825
19.77100  10.6133 19.84639   8.8683
19.84639   8.8683 19.92189   6.4067
19.87456   1.0056 19.61203  -1.2864
19.92189   6.4067 20.18842  -0.8214
20.18842  -0.8214 19.87456   1.0056
20.79461  -9.4958 21.52597  -5.5711
21.52597  -5.5711 22.05525  -2.1553
22.05525  -2.1553 22.36094  -1.3872
22.36094  -1.3872 22.48058  -0.0200
22.48058  -0.0200 22.42128   1.3775
22.48058  -0.0200 22.58928  -0.1175
22.48058  -0.0200 22.87692  -7.5797
22.82653 -13.5925 22.91083 -15.8208
22.87692  -7.5797 22.82653 -13.5925
22.91083 -15.8208 23.15744 -21.1725
23.15744 -21.1725 23.43411 -20.6419
23.23872  -6.0489 22.87692  -7.5797
23.31603  -9.6108 23.23872  -6.0489
23.43411 -20.6419 23.76692 -18.6781
23.71203 -14.5450 23.31603  -9.6108
23.76692 -18.6781 23.71203 -14.5450
16.97700 -55.9903 16.82975 -59.0414
16.97700 -55.9903 16.99308 -53.1606
17.42167 -55.5300 16.97700 -55.9903
17.42167 -55.5300 17.42322 -56.3775
17.42322 -56.3775 17.51831 -60.6839
17.53069 -49.8761 17.42167 -55.5300
18.11053 -50.0917 17.53069 -49.8761
 1.89217  19.2936  1.91067  20.8081
 1.91067  20.8081  2.11956  23.4625
 2.11956  23.4625  3.19383  19.7267
 4.94989  33.1661  5.10858  41.2344
 5.10858  41.2344  5.27817  45.9981
 5.27817  45.9981  5.99211  54.2847
 5.43819  28.6075  4.94989  33.1661
 5.99214  44.9475  5.27817  45.9981
 5.99214  44.9475  5.99536  37.2125
 5.99211  54.2847  5.99892  45.9369
 5.99536  37.2125  5.43819  28.6075
 5.99892  45.9369  5.99214  44.9475
13.91142  18.3978 13.82461  15.7978
14.26103  19.1825 13.91142  18.3978
14.26103  19.1825 14.53050  30.3714
14.26103  19.1825 14.68581  13.7283
14.27306  46.0883 14.41994  51.8508
14.53050  30.3714 14.53464  38.3083
14.53464  38.3083 14.27306  46.0883
14.53464  38.3083 15.03244  40.3906
14.74978  27.0742 14.26103  19.1825
15.03244  40.3906 15.25839  33.3147
15.25839  33.3147 14.74978  27.0742
 4.51392 -44.9539  4.67603 -41.8639
 4.67603 -41.8639  4.70097 -37.1444
 4.70097 -37.1444  5.07344 -35.4833
 3.83931  71.3322  4.90083  66.3428
 4.90083  66.3428  5.05697  60.4422
 4.90083  66.3428  6.21419  65.7183
 5.05697  60.4422  4.95478  53.7522
 6.21419  65.7183  6.89506  68.8883
20.29414 -12.5083 20.35019 -14.7814
20.35019 -14.7814 20.76825 -25.2708
20.76825 -25.2708 20.86369 -26.9192
20.86369 -26.9192 21.11881 -25.0058
21.09911 -17.2328 20.30092 -12.5447
21.11881 -25.0058 21.44444 -22.4114
21.37078 -16.8344 21.09911 -17.2328
21.44444 -22.4114 21.61800 -19.4661
21.61800 -19.4661 21.78400 -16.1272
21.66819 -16.6622 21.37078 -16.8344
21.78400 -16.1272 21.66819 -16.6622
10.22894 -70.0381  9.22000 -69.7172
10.45678 -57.6389 10.53372 -61.6853
10.53372 -61.6853 10.71594 -64.3944
10.71594 -64.3944 10.22894 -70.0381
 6.39919 -52.6958  7.94631 -52.9822
 7.94631 -52.9822  8.37522 -59.5097
 8.37522 -59.5097  9.18278 -58.9669
 8.37522 -59.5097  9.36856 -55.0108
 9.22000 -69.7172  9.78503 -65.0719
 9.28483 -59.2753 10.45678 -57.6389
 9.78503 -65.0719  9.28483 -59.2753
 1.43028  60.2353  1.90658  63.6700
 0.15297  59.1497  0.67514  56.5372
 0.67514  56.5372  0.94514  60.7167
 0.94514  60.7167  1.43028  60.2353
11.35011 -54.4911 12.13931 -50.7225
11.59633 -63.0197 11.35011 -54.4911
12.13931 -50.7225 12.69194 -48.9597
12.69194 -48.9597 13.34328 -36.7122
13.34328 -36.7122 14.11139 -36.3700
13.66478 -53.4664 12.69194 -48.9597
13.66478 -53.4664 14.06372 -60.3731
13.92567 -47.2883 13.66478 -53.4664
14.06372 -60.3731 14.65997 -60.8353
14.11139 -36.3700 14.59178 -42.1578
14.59178 -42.1578 13.92567 -47.2883
14.59178 -42.1578 14.98603 -42.1042
21.30967  62.5856 22.18092  58.2011
21.47767  70.5608 21.30967  62.5856
21.47767  70.5608 22.82800  66.2006
22.18092  58.2011 22.82800  66.2006
22.82800  66.2006 23.65578  77.6325
23.65578  77.6325 21.47767  70.5608
 1.14317 -10.1822  1.40039  -8.1833
 1.40039  -8.1833  1.85767 -10.3350
 1.73447 -15.9375  2.00008 -21.0778
 1.85767 -10.3350  1.73447 -15.9375
 1.85767 -10.3350  2.32242  -2.9775
 1.85767 -10.3350  2.73539 -13.8586
 2.32242  -2.9775  2.65806   0.3286
 2.46931   8.4600  2.72167   3.2358
 2.65806   0.3286  2.72167   3.2358
 2.72167   3.2358  3.03800   4.0897
 2.74903  10.1142  2.46931   8.4600
 2.99525   8.9075  2.74903  10.1142
 3.03800   4.0897  2.99525   8.9075
 0.32381  -8.8239  0.72650 -17.9867
 0.72650 -17.9867  1.14317 -10.1822
14.70844 -64.9753 15.29189 -58.8011
14.70844 -64.9753 15.38964 -59.3208
 6.75247 -16.7161  6.37833 -17.9558
 6.75247 -16.7161  7.05042 -23.8333
 6.97708 -28.9722  6.33856 -30.0633
 7.02864 -27.9347  6.97708 -28.9722
 7.05042 -23.8333  7.13986 -26.3933
 7.06264 -15.6333  6.75247 -16.7161
 7.13986 -26.3933  7.02864 -27.9347
 7.13986 -26.3933  7.40158 -29.3031
 7.65503   5.2250  7.45250   8.2894
 8.72142  21.4686  8.77828  28.7600
 8.74475  18.1542  8.27525   9.1856
 8.74475  18.1542  8.72142  21.4686
 8.97478  11.8578  8.74475  18.1542
 5.52019 -35.4706  5.66081 -34.0742
 5.66081 -34.0742  5.84933 -35.7683
 5.84933 -35.7683  5.95894 -35.2833
 5.84933 -35.7683  5.98578 -42.8153
 5.95894 -35.2833  6.36856 -33.4364
10.99625 -18.2989 10.82708 -16.1936
10.99625 -18.2989 11.32236 -14.7786
11.19431 -22.8258 11.41469 -17.6839
11.19431 -22.8258 10.99625 -18.2989
11.32236 -14.7786 11.41017 -10.8594
11.41017 -10.8594 11.61136  -9.8022
11.41469 -17.6839 11.32236 -14.7786
11.74606 -18.3508 11.41469 -17.6839
11.93358 -17.1508 11.74606 -18.3508
18.55839 -42.3125 18.81403 -43.6800
18.81403 -43.6800 19.05192 -42.0953
19.05192 -42.0953 19.13914 -40.4967
19.10697 -37.0633 18.97872 -37.1075
19.13914 -40.4967 19.16714 -39.3408
19.15786 -37.9044 19.10697 -37.0633
19.16714 -39.3408 19.15786 -37.9044
12.51942 -57.1133 12.44331 -63.0992
12.79533 -59.6886 12.25242 -58.7489
12.14022 -24.7289 12.16875 -22.6197
12.16875 -22.6197 12.57311 -23.3967
12.26344 -17.5419 12.16875 -22.6197
12.49775 -16.5156 12.26344 -17.5419
12.57311 -23.3967 12.49775 -16.5156
12.93381  38.3183 12.56236  41.3575
12.93381  38.3183 13.29236  40.5725
19.93844  35.0833 19.51203  27.9597
20.37047  40.2567 19.74958  45.1308
20.37047  40.2567 19.93844  35.0833
20.37047  40.2567 20.77019  33.9703
20.69053  45.2803 20.37047  40.2567
20.62583  14.5953 20.55356  11.3033
20.62583  14.5953 20.66064  15.9119
20.66064  15.9119 20.77764  16.1242
20.72431  15.0744 20.62583  14.5953
20.77764  16.1242 20.72431  15.0744
 4.56661 -55.0450  4.26711 -51.4867
 5.56042 -62.4897  4.56661 -55.0450
 5.74622 -65.7356  5.56042 -62.4897
12.55806  69.7883 11.52339  69.3311
14.07314  64.3758 12.55806  69.7883
15.41550  58.9661 14.07314  64.3758
16.03147  58.5653 15.41550  58.9661
16.39986  61.5142 16.03147  58.5653
17.14644  65.7147 16.39986  61.5142
17.14644  65.7147 18.34597  71.3378
17.50722  52.3014 17.53778  55.1731
17.53778  55.1731 17.89214  56.8728
17.89214  56.8728 17.94344  51.4889
17.89214  56.8728 18.85336  59.3883
17.94344  51.4889 17.50722  52.3014
18.34597  71.3378 19.20925  67.6617
18.35094  72.7328 17.14644  65.7147
18.85336  59.3883 20.04697  67.8736
19.20925  67.6617 19.34447  65.7147
19.25917  73.3556 18.35094  72.7328
19.34447  65.7147 17.89214  56.8728
19.80289  70.2678 19.25917  73.3556
20.04697  67.8736 19.80289  70.2678
21.24136  10.0069 21.17236  10.1317
21.26372   5.2478 21.24136  10.0069
 1.62858 -57.2367  1.93264 -51.6089
 1.93264 -51.6089  2.27517 -51.5122
 2.27517 -51.5122  2.44975 -47.7039
 2.44975 -47.7039  2.66333 -42.8917
 2.66333 -42.8917  2.67778 -39.8556
 2.67778 -39.8556  2.97103 -40.3047
 2.73539 -13.8586  2.94047  -8.8981
 2.75172 -18.5725  2.73539 -13.8586
 2.75172 -18.5725  3.03986 -23.6244
 2.94047  -8.8981  3.26389  -8.8197
 2.97103 -40.3047  3.71392 -37.3136
 3.03986 -23.6244  3.32528 -21.7578
 3.26389  -8.8197  3.54883  -9.4583
 3.32528 -21.7578  3.56314 -21.6328
 3.54883  -9.4583  3.72081  -9.7633
 3.56314 -21.6328  3.78081 -23.2497
 3.72081  -9.7633  3.76903 -12.1017
 3.76903 -12.1017  3.96717 -13.5086
 3.78081 -23.2497  3.89517 -24.6125
 3.80997 -37.6206  3.71392 -37.3136
 3.89517 -24.6125  3.99875 -24.0164
 3.96717 -13.5086  4.19775  -6.8375
 3.99875 -24.0164  4.55850 -29.7667
 4.19775  -6.8375  4.60531  -3.3525
 4.29825 -33.7983  3.80997 -37.6206
 4.40061 -34.0169  4.29825 -33.7983
 4.55850 -29.7667  4.59250 -30.5622
 4.59250 -30.5622  4.40061 -34.0169
 4.60531  -3.3525  4.75836  -3.2547
 4.75836  -3.2547  5.13083  -5.0864
 6.24794  22.5067  6.06867  23.2633
 6.38267  22.5136  6.24794  22.5067
 6.62853  16.3992  7.06847  20.5703
 6.73219  25.1311  6.38267  22.5136
 6.75483  12.8956  6.62853  16.3992
 7.06847  20.5703  7.33539  21.9822
